Past M0,MSE,ACC
0,0.06361240148544312,0.5435478627855109
1,0.059147100895643234,0.5536637211485099
2,0.05778547003865242,0.5541081074328352
3,0.05703865364193916,0.5568206597056559
4,0.056508149951696396,0.585236839544384
5,0.05818692594766617,0.5590171327648132
6,0.051864393055438995,0.5932673250817196
7,0.05234349146485329,0.5990838871229919
8,0.052859120070934296,0.5526330463826223
9,0.05434386059641838,0.549030863308962
10,0.05086739733815193,0.5541764775491428
11,0.05276340991258621,0.5898093398227955
12,0.047887083142995834,0.5489361809569017
13,0.05499250814318657,0.5191485383089708
14,0.0445006899535656,0.5351235043745433
15,0.04350483417510986,0.5276542315610541
16,0.04416974261403084,0.5889940745242908
17,0.043174345046281815,0.5071947141606005
18,0.04104290530085564,0.5095145398810371
19,0.04198457673192024,0.4826634626909744
20,0.03926766291260719,0.6017631011046141
21,0.0446275919675827,0.5327635188519583
22,0.039932943880558014,0.3784303641964849
23,0.04023434966802597,0.5773089080443508
24,0.03600727766752243,0.4466215700756602
25,0.03374765068292618,0.4099710099918259
26,0.0335925929248333,0.3977788614798025
27,0.033730436116456985,0.3490260594358493
28,0.03465694561600685,0.4655322491501251
29,0.030769480392336845,0.4357980090048339
30,0.029603708535432816,0.3924087372422051
